concept	facet	property	facet_property	cluster_label
all-round	characteristics	skilled in multiple areas	characteristics: skilled in multiple areas	431
all-round	examples	artist	examples: artist	431
all-rounder	ability	multi-talented	ability: multi-talented	431
all-rounder	characteristics	persistent	characteristics: persistent	432
individual	personality traits	unique	personality traits: unique	432
individual	personality traits	introverted	personality traits: introverted	432
individual	personality traits	optimistic	personality traits: optimistic	432
individual	personality	can be introverted	personality: can be introverted	432
synchronized platform	approaches	pessimistic	approaches: pessimistic	432
all-rounder	characteristic	persistent	characteristic: persistent	432
individual	personality traits	intelligent	personality traits: intelligent	432
individual	personality	can be optimistic	personality: can be optimistic	432
individual	behavior	can be lazy	behavior: can be lazy	432
all-rounder	traits	persistent	traits: persistent	432
individual	personality	can be pessimistic	personality: can be pessimistic	432
all-round	personality traits	flexible	personality traits: flexible	432
synchronized platform	approaches	optimistic	approaches: optimistic	432
synchronized platform	characteristics	reliable	characteristics: reliable	432
individual	personality traits	complex	personality traits: complex	432
individual	personality traits	pessimistic	personality traits: pessimistic	432
individual	personality traits	kind	personality traits: kind	432
all-rounder	traits	dedicated	traits: dedicated	433
all-rounder	personality	determined	personality: determined	433
medal winners	personality	determined	personality: determined	433
all-rounder	mental attributes	motivated	mental attributes: motivated	433
athlete	characteristic	focused	characteristic: focused	433
athlete	mental attribute	disciplined	mental attribute: disciplined	433
medal winners	personality	focused	personality: focused	433
athlete	mental attributes	disciplined	mental attributes: disciplined	433
team	characteristic	motivated	characteristic: motivated	433
all-rounder	characteristic	dedicated	characteristic: dedicated	433
individual	personality	has experiences	personality: has experiences	433
medal winners	personality	dedicated	personality: dedicated	433
athlete	mental attribute	motivated	mental attribute: motivated	433
athlete	personality traits	disciplined	personality traits: disciplined	433
all-rounder	characteristics	dedicated	characteristics: dedicated	433
all-rounder	traits	inspirational figure	traits: inspirational figure	433
individual	personality traits	creative	personality traits: creative	433
athlete	lifestyle	focused	lifestyle: focused	433
all-rounder	mental attributes	focused	mental attributes: focused	433
athlete	mental attributes	focused	mental attributes: focused	433
athlete	mental attribute	focused	mental attribute: focused	433
all-rounder	characteristic	hardworking	characteristic: hardworking	434
all-round	characteristics	well-adjusted	characteristics: well-adjusted	434
all-rounder	characteristic	multitalented	characteristic: multitalented	434
athlete	lifestyle	dedicated	lifestyle: dedicated	434
all-rounder	traits	hardworking	traits: hardworking	434
medal winners	personality	hardworking	personality: hardworking	434
all-rounder	characteristics	hardworking	characteristics: hardworking	434
all-rounder	characteristics	multitalented	characteristics: multitalented	434
all-round	characteristics	multitalented	characteristics: multitalented	434
all-rounder	traits	team player	traits: team player	435
snowboard cross	style	aggressive	style: aggressive	435
individual	personality traits	outgoing	personality traits: outgoing	435
athlete	personality traits	resilient	personality traits: resilient	435
athlete	personality traits	competitive	personality traits: competitive	435
windsurfer	psychological characteristics	adventurous	psychological characteristics: adventurous	435
all-round	personality traits	enthusiastic	personality traits: enthusiastic	435
all-rounder	personality	team player	personality: team player	435
all-round	characteristics	confident	characteristics: confident	435
all-rounder	personality	confident	personality: confident	435
windsurfer	psychological characteristics	thrill-seeking	psychological characteristics: thrill-seeking	435
all-round	personality traits	ambitious	personality traits: ambitious	435
freestyle skiing	style	aggressive	style: aggressive	435
giant slalom	technique	control	technique: control	436
judo	philosophy	control	philosophy: control	436
super g	technique	control	technique: control	436
alpine skiing	technique	control	technique: control	436
javelin throw	technique	control	technique: control	436
alpine combined	technique	control	technique: control	436
speed skating	technique	control	technique: control	436
taekwondo	philosophy	self-control	philosophy: self-control	436
super g	requirements	control	requirements: control	436
luge	athletes	control	athletes: control	436
judo	principles	maximum efficiency with minimum effort	principles: maximum efficiency with minimum effort	437
breaststroke	efficiency	energy-efficient	efficiency: energy-efficient	437
breaststroke	characteristics	efficient	characteristics: efficient	437
breaststroke	efficiency	relatively easy to learn	efficiency: relatively easy to learn	437
backstroke	characteristics	efficient	characteristics: efficient	437
judo	philosophy	maximum efficiency with minimum effort	philosophy: maximum efficiency with minimum effort	437
backstroke	characteristics	energy-saving	characteristics: energy-saving	437
keelboat	design	efficient	design: efficient	437
modern pentathlon	requirement	versatility	requirement: versatility	437
judo	philosophy	maximum efficiency	philosophy: maximum efficiency	437
athlete	activity	gym	activity: gym	438
taekwondo	physical activity	fitness	physical activity: fitness	438
walk	action	physical activity	action: physical activity	438
skating	activity	exercise	activity: exercise	438
gymnast	activity	exercise	activity: exercise	438
summer sport	physical activity	running	physical activity: running	438
winter sport	physical activity	fast-paced	physical activity: fast-paced	438
floor exercise	type	optional exercise	type: optional exercise	438
cycling	physical activity	cardio	physical activity: cardio	438
cycling	physical activity	endurance	physical activity: endurance	438
gymnast	sport	fitness	sport: fitness	438
taekwondo	physical activity	flexibility	physical activity: flexibility	438
winter sport	physical activity	fast	physical activity: fast	438
artistic gymnastics	discipline	physical activity	discipline: physical activity	438
walk	action	exercise	action: exercise	438
skating	uses	exercise	uses: exercise	438
walk	activity	physical exercise	activity: physical exercise	438
cycling	physical activity	muscle strengthening	physical activity: muscle strengthening	438
taekwondo	physical activity	exercise	physical activity: exercise	438
cycling	physical activity	exercise	physical activity: exercise	438
cycling	activity	fitness	activity: fitness	438
gymnast	activity	physical activity	activity: physical activity	438
judo	sport	physical exercise	sport: physical exercise	438
weightlifting	type	physical activity	type: physical activity	438
trampoline	activity	practicing	activity: practicing	438
men's team	activity	practicing	activity: practicing	438
gymnast	activity	athletic	activity: athletic	438
swimmer	activity	exercise	activity: exercise	438
walk	activity	exercise	activity: exercise	438
artistic gymnastics	events	optional exercises	events: optional exercises	438
cycling	activity	exercise	activity: exercise	438
parallel bars	type	exercise	type: exercise	438
rhythmic gymnastics	type	physical activity	type: physical activity	438
artistic gymnastics	type	fitness activity	type: fitness activity	438
gymnast	activity	athletics	activity: athletics	438
cycling	physical activity	fitness	physical activity: fitness	438
skiing	activity type	physical exercise	activity type: physical exercise	438
judo	practiced by	athletes	practiced by: athletes	438
wrestling	physical activity	flexibility	physical activity: flexibility	438
cycling	physical activity	cardiovascular	physical activity: cardiovascular	438
skeet	physical activity	requires coordination	physical activity: requires coordination	438
weightlifting	type	exercise	type: exercise	438
triathlon	sport	endurance	sport: endurance	438
pommel horse	physical activity	flexibility	physical activity: flexibility	438
cycling	physical aspects	cardiovascular exercise	physical aspects: cardiovascular exercise	438
winter sport	physical activity	requires strength	physical activity: requires strength	438
skeet	physical activity	requires strength	physical activity: requires strength	438
fencing	type	physical activity	type: physical activity	438
wrestling	type	physical activity	type: physical activity	438
cycling	physical activity	aerobic	physical activity: aerobic	438
walk	type	exercise	type: exercise	438
skating	activity	fitness	activity: fitness	438
gymnast	activity	fitness	activity: fitness	438
athlete	activity	fitness	activity: fitness	438
cross country skiing	sport	endurance	sport: endurance	438
winter sport	physical activity	endurance	physical activity: endurance	438
skating	activity level	competitive	activity level: competitive	439
winter sport	physical activity level	low	physical activity level: low	439
winter sport	physical activity level	high	physical activity level: high	439
summer sport	physical activity level	high	physical activity level: high	439
skiing	activity level	intense	activity level: intense	439
winter sport	physical activity	high-intensity	physical activity: high-intensity	439
summer sport	physical activity level	medium	physical activity level: medium	439
skiing	activity level	relaxed	activity level: relaxed	439
gymnast	training style	team-based	training style: team-based	439
olympic sport	level of physical exertion	high	level of physical exertion: high	439
winter sport	physical activity level	high intensity	physical activity level: high intensity	439
winter sport	physical activity level	low intensity	physical activity level: low intensity	439
cycling	physical exertion	high	physical exertion: high	439
skiing	activity level	exhilarating	activity level: exhilarating	439
wrestling freestyle	style characteristics	high-scoring	style characteristics: high-scoring	439
summer sport	physical activity level	low	physical activity level: low	439
walk	style	strenuous	style: strenuous	439
winter sport	physical activity level	medium	physical activity level: medium	439
triple jump	physical demands	endurance	physical demands: endurance	440
fencing	physical demands	endurance	physical demands: endurance	440
synchronized swimming	physical demands	endurance	physical demands: endurance	440
archery	physical requirements	endurance	physical requirements: endurance	440
water polo	physical demands	ball handling	physical demands: ball handling	440
biathlon	physical requirement	endurance	physical requirement: endurance	440
water polo	physical demands	swimming endurance	physical demands: swimming endurance	440
modern pentathlon	requirement	athleticism	requirement: athleticism	440
rhythmic gymnastics	requirement	athleticism	requirement: athleticism	440
cycling	physical aspects	endurance	physical aspects: endurance	440
judo	physical aspects	endurance	physical aspects: endurance	440
modern pentathlon	physical demands	endurance	physical demands: endurance	440
track and field	physical demands	endurance	physical demands: endurance	440
rhythmic gymnastics	physical demands	endurance	physical demands: endurance	440
figure skating	physical demands	endurance	physical demands: endurance	440
nordic combined	physical demands	endurance	physical demands: endurance	440
speed skating	physical demands	endurance	physical demands: endurance	440
pole vault	physical demands	endurance	physical demands: endurance	440
marathon	physical demands	endurance	physical demands: endurance	440
alpine combined	requirements	endurance	requirements: endurance	440
track and field	focus	endurance	focus: endurance	440
cycling	mode	endurance	mode: endurance	440
athlete	physical attribute	endurance	physical attribute: endurance	440
fencing	physiological demands	endurance	physiological demands: endurance	440
wrestling freestyle	physiological demands	endurance	physiological demands: endurance	440
race	type	endurance	type: endurance	440
gymnast	physical attributes	endurance	physical attributes: endurance	440
swimmer	attributes	endurance	attributes: endurance	440
summer sport	require skill	endurance	require skill: endurance	440
olympic sport	physical demands	endurance	physical demands: endurance	440
luge	physical demands	endurance	physical demands: endurance	440
athletics	physical aspect	endurance	physical aspect: endurance	440
race	physical aspect	endurance	physical aspect: endurance	440
swimmer	physical attributes	good endurance	physical attributes: good endurance	440
speed skating	fitness requirement	cardiovascular endurance	fitness requirement: cardiovascular endurance	440
track and field	technique	endurance	technique: endurance	440
nordic combined	athletic requirements	endurance	athletic requirements: endurance	440
swimmer	psychological trait	endurance	psychological trait: endurance	440
indoor volleyball	physical demands	endurance	physical demands: endurance	440
wrestling	physical demands	endurance	physical demands: endurance	440
long jump	physical demands	endurance	physical demands: endurance	440
artistic gymnastics	focus	athleticism	focus: athleticism	440
javelin throw	physiological demands	endurance	physiological demands: endurance	440
hammer throw	physiological demands	endurance	physiological demands: endurance	440
wrestling	physiological demands	endurance	physiological demands: endurance	440
judo	physical requirements	endurance	physical requirements: endurance	440
wrestling	physiological aspects	endurance	physiological aspects: endurance	440
hockey	physicality	physical	physicality: physical	440
balance beam	characteristics	requires balance and coordination	characteristics: requires balance and coordination	440
ice dancing	element of	athletic performance	element of: athletic performance	440
athlete	skills	endurance	skills: endurance	440
pole vault	requirements	athleticism	requirements: athleticism	440
synchronized swimming	physical requirements	endurance	physical requirements: endurance	440
olympic sport	physical requirements	endurance	physical requirements: endurance	440
all-rounder	physical attributes	endurance	physical attributes: endurance	440
hammer throw	physical demands	endurance	physical demands: endurance	440
alpine skiing	physical demands	endurance	physical demands: endurance	440
water polo	physical demands	endurance	physical demands: endurance	440
biathlon	physical demands	endurance	physical demands: endurance	440
beach volleyball	physical demands	endurance	physical demands: endurance	440
handball	physical demands	endurance	physical demands: endurance	440
javelin throw	physical demands	endurance	physical demands: endurance	440
archery	physical demands	endurance	physical demands: endurance	440
swimmer	skill	endurance	skill: endurance	440
athletics	skill	endurance	skill: endurance	440
swimmer	skills	endurance	skills: endurance	440
wrestling	physicality	endurance	physicality: endurance	440
athletics	physical demands	endurance	physical demands: endurance	440
winter sport	physical demands	endurance	physical demands: endurance	440
tennis	physical demands	endurance	physical demands: endurance	440
triathlon	type	endurance	type: endurance	440
diving	physical demands	endurance	physical demands: endurance	440
javelin throw	importance	endurance	importance: endurance	440
long jump	importance	endurance	importance: endurance	440
sailing	physical demands	endurance	physical demands: endurance	440
artistic gymnastics	physical demands	endurance	physical demands: endurance	440
uneven bars	characteristics	requiring strength and balance	characteristics: requiring strength and balance	440
mass start	requires	endurance	requires: endurance	440
backstroke	requires	endurance	requires: endurance	440
olympic sport	required skills	endurance	required skills: endurance	440
freestyle skiing	physical demands	endurance	physical demands: endurance	440
judo	physical demands	endurance	physical demands: endurance	440
windsurfer	physical demands	endurance	physical demands: endurance	440
alpine combined	physical demands	endurance	physical demands: endurance	440
wrestling freestyle	physical demands	endurance	physical demands: endurance	440
cross country skiing	physical demands	endurance	physical demands: endurance	440
hockey	physical demands	endurance	physical demands: endurance	440
skiing	physical demands	endurance	physical demands: endurance	440
water polo	players	endurance	players: endurance	440
athlete	characteristics	endurance	characteristics: endurance	440
fencing	physical demands	speed	physical demands: speed	441
bobsleigh	type	speed	type: speed	441
athlete	skills	speed	skills: speed	441
olympic sport	physical demand	speed	physical demand: speed	441
race	physical aspect	speed	physical aspect: speed	441
athletics	physical aspect	speed	physical aspect: speed	441
athlete	physical attribute	speed	physical attribute: speed	441
winter sport	physical demands	speed	physical demands: speed	441
modern pentathlon	physical demands	speed	physical demands: speed	441
nordic combined	physical demands	speed	physical demands: speed	441
alpine skiing	physical demands	speed	physical demands: speed	441
alpine combined	physical demands	speed	physical demands: speed	441
high jump	physical requirements	speed	physical requirements: speed	441
rhythmic gymnastics	physical demands	speed	physical demands: speed	441
triple jump	importance	speed	importance: speed	441
javelin throw	importance	speed	importance: speed	441
fencing	physical attributes	speed	physical attributes: speed	441
snowboard	required skills	speed	required skills: speed	441
giant slalom	technique	speed	technique: speed	441
triple jump	technique	speed	technique: speed	441
luge	technique	speed	technique: speed	441
super g	technique	speed	technique: speed	441
beach volleyball	physical demands	speed	physical demands: speed	441
super g	judging criteria	speed	judging criteria: speed	441
alpine combined	scoring	speed	scoring: speed	441
modern pentathlon	scoring	speed	scoring: speed	441
olympic sport	physical requirements	speed	physical requirements: speed	441
winter sport	goal	speed	goal: speed	441
modern pentathlon	physical and mental demands	speed	physical and mental demands: speed	441
track and field	training	speed	training: speed	441
track and field	focus	speed	focus: speed	441
figure skating	judged on	speed	judged on: speed	441
athletics	skill	speed	skill: speed	441
swimmer	skill	speed	skill: speed	441
winter sport	physical activity	speed	physical activity: speed	441
snowboard cross	scoring	speed	scoring: speed	441
long jump	importance	speed	importance: speed	441
water polo	physical demands	speed	physical demands: speed	441
snowboard cross	physical demands	speed	physical demands: speed	441
athletics	physical demands	speed	physical demands: speed	441
luge	physical demands	speed	physical demands: speed	441
high jump	training	speed	training: speed	441
race	measurement	speed	measurement: speed	441
olympic sport	judging criteria	speed	judging criteria: speed	441
ski jumping	judging criteria	speed	judging criteria: speed	441
mass start	driver role	speed	driver role: speed	441
snowboard cross	event	speed	event: speed	441
biathlon	physical demands	speed	physical demands: speed	441
triple jump	physical demands	speed	physical demands: speed	441
alpine skiing	technique	speed	technique: speed	441
mass start	requires	speed	requires: speed	441
fencing	physiological demands	speed	physiological demands: speed	441
skeet	skill required	speed	skill required: speed	441
luge	athletes	speed	athletes: speed	441
alpine combined	type	speed	type: speed	441
long jump	physical attributes	speed	physical attributes: speed	441
super g	requirements	speed	requirements: speed	441
athletics	requirement	speed	requirement: speed	441
giant slalom	requirement	speed	requirement: speed	441
long jump	physical demands	speed	physical demands: speed	441
freestyle skiing	physical demands	speed	physical demands: speed	441
speed skating	physical demands	speed	physical demands: speed	441
alpine combined	technique	speed	technique: speed	441
speed skating	technique	speed	technique: speed	441
olympic sport	required skills	speed	required skills: speed	441
handball	physiological demands	speed	physiological demands: speed	441
high jump	physiological demands	speed	physiological demands: speed	441
volleyball	physical demands	speed	physical demands: speed	441
hockey	physical demands	speed	physical demands: speed	441
badminton	physical demands	speed	physical demands: speed	441
javelin throw	physical demands	speed	physical demands: speed	441
alpine combined	requirements	speed	requirements: speed	441
winter sport	type	speed	type: speed	441
olympic sport	physical demands	speed	physical demands: speed	441
pole vault	physical demands	speed	physical demands: speed	441
ski jumping	physical demands	speed	physical demands: speed	441
nordic combined	athletic requirements	speed	athletic requirements: speed	441
alpine combined	athletes' skills	speed	athletes' skills: speed	441
giant slalom	judging criteria	speed	judging criteria: speed	441
tennis	physical demands	speed	physical demands: speed	441
snowboard cross	racing style	speed	racing style: speed	441
handball	physical demands	speed	physical demands: speed	441
track and field	physical demands	speed	physical demands: speed	441
ski jumping	technique	speed	technique: speed	441
track and field	technique	speed	technique: speed	441
nordic combined	technique	speed	technique: speed	441
swimmer	attributes	speed	attributes: speed	441
giant slalom	type of race	speed	type of race: speed	441
indoor volleyball	physical demands	speed	physical demands: speed	441
snowboard cross	rider characteristics	speed	rider characteristics: speed	441
skeet	skill required	accuracy	skill required: accuracy	442
air rifle	accuracy	medium	accuracy: medium	442
rapid fire pistol	accuracy	medium	accuracy: medium	442
javelin throw	objective	accuracy	objective: accuracy	442
air pistol	accuracy	reliable	accuracy: reliable	442
rapid fire pistol	features	accuracy	features: accuracy	442
modern pentathlon	scoring	accuracy	scoring: accuracy	442
archery	physical requirements	accuracy	physical requirements: accuracy	442
air rifle	accuracy	precise	accuracy: precise	442
air pistol	accuracy	variable	accuracy: variable	442
archery	physical demands	accuracy	physical demands: accuracy	442
biathlon	physical demands	accuracy	physical demands: accuracy	442
archery	physical aspect	accuracy	physical aspect: accuracy	442
javelin throw	importance	accuracy	importance: accuracy	442
hammer throw	objective	accuracy	objective: accuracy	442
rapid fire pistol	accuracy	precise	accuracy: precise	442
air pistol	accuracy	precise	accuracy: precise	442
alpine combined	physical demands	agility	physical demands: agility	443
fencing	physical attributes	agility	physical attributes: agility	443
beach volleyball	physical demands	agility	physical demands: agility	443
uneven bars	skills required	agility	skills required: agility	443
long jump	physical attributes	agility	physical attributes: agility	443
fencing	physiological demands	agility	physiological demands: agility	443
snowboard	required skills	agility	required skills: agility	443
figure skating	physical requirements	agility	physical requirements: agility	443
olympic sport	physical requirements	agility	physical requirements: agility	443
high jump	physical requirements	agility	physical requirements: agility	443
alpine skiing	physical demands	agility	physical demands: agility	443
windsurfer	physical demands	agility	physical demands: agility	443
wrestling	physical demands	agility	physical demands: agility	443
summer sport	require skill	agility	require skill: agility	443
rhythmic gymnastics	performance elements	agility	performance elements: agility	443
snowboard cross	techniques	agility	techniques: agility	443
giant slalom	techniques	agility	techniques: agility	443
swimmer	attributes	agility	attributes: agility	443
rhythmic gymnastics	physical skills	agility	physical skills: agility	443
olympic sport	required skills	agility	required skills: agility	443
moguls	required skills	agility	required skills: agility	443
mass start	requires	agility	requires: agility	443
modern pentathlon	required skills	running speed	required skills: running speed	443
long jump	importance	agility	importance: agility	443
gymnast	skill	agility	skill: agility	443
athletics	skill	agility	skill: agility	443
olympic sport	judging criteria	agility	judging criteria: agility	443
sailing	physical demands	agility	physical demands: agility	443
snowboard cross	physical demands	agility	physical demands: agility	443
artistic gymnastics	physical demands	agility	physical demands: agility	443
cross country skiing	physical demands	agility	physical demands: agility	443
wrestling freestyle	physical demands	agility	physical demands: agility	443
tennis	physical demands	agility	physical demands: agility	443
speed skating	physical demands	agility	physical demands: agility	443
nordic combined	physical demands	agility	physical demands: agility	443
figure skating	physical demands	agility	physical demands: agility	443
athletics	physical demands	agility	physical demands: agility	443
modern pentathlon	physical demands	agility	physical demands: agility	443
giant slalom	judging criteria	agility	judging criteria: agility	443
handball	physiological demands	agility	physiological demands: agility	443
triple jump	technique	agility	technique: agility	443
luge	technique	agility	technique: agility	443
gymnast	physical attributes	agility	physical attributes: agility	443
speed skating	technique	agility	technique: agility	443
super g	technique	agility	technique: agility	443
giant slalom	technique	agility	technique: agility	443
winter sport	type	agility	type: agility	443
gymnast	skills	agility	skills: agility	443
athlete	skills	agility	skills: agility	443
track and field	training	agility	training: agility	443
athletics	physical aspect	agility	physical aspect: agility	443
synchronized swimming	physical demands	agility	physical demands: agility	443
nordic combined	athletic requirements	agility	athletic requirements: agility	443
fencing	physical demands	agility	physical demands: agility	443
artistic gymnastics	training	agility	training: agility	443
ice dancing	physical demands	agility	physical demands: agility	443
speed skating	fitness requirement	agility	fitness requirement: agility	443
olympic sport	physical demand	agility	physical demand: agility	443
winter sport	physical activity	agility	physical activity: agility	443
nordic combined	physical demands	jumping ability	physical demands: jumping ability	443
wrestling	physical activity	agility	physical activity: agility	443
olympic sport	physical demands	agility	physical demands: agility	443
winter sport	physical demands	agility	physical demands: agility	443
ski jumping	physical demands	agility	physical demands: agility	443
badminton	physical requirements	agility	physical requirements: agility	443
indoor volleyball	physical demands	jumping ability	physical demands: jumping ability	443
snowboard cross	physical demands	jumping ability	physical demands: jumping ability	443
athletics	requirement	agility	requirement: agility	443
freestyle skiing	physical demands	agility	physical demands: agility	443
pole vault	physical demands	agility	physical demands: agility	443
javelin throw	physical demands	agility	physical demands: agility	443
skiing	physical demands	agility	physical demands: agility	443
super g	requirements	agility	requirements: agility	443
long jump	physical demands	agility	physical demands: agility	443
luge	physical demands	agility	physical demands: agility	443
rhythmic gymnastics	physical demands	agility	physical demands: agility	443
pole vault	requirements	agility	requirements: agility	443
handball	physical demands	agility	physical demands: agility	443
indoor volleyball	physical demands	agility	physical demands: agility	443
track and field	physical demands	agility	physical demands: agility	443
giant slalom	requirement	agility	requirement: agility	443
alpine combined	scoring	agility	scoring: agility	443
alpine combined	technique	agility	technique: agility	443
ice dancing	required skills	agility	required skills: agility	443
pole vault	training	agility	training: agility	443
artistic gymnastics	requirements	agility	requirements: agility	443
uneven bars	requirements	agility	requirements: agility	443
luge	athletes	agility	athletes: agility	443
alpine combined	requirements	agility	requirements: agility	443
wrestling	physiological demands	agility	physiological demands: agility	443
wrestling freestyle	physiological demands	agility	physiological demands: agility	443
wrestling	physiological aspects	agility	physiological aspects: agility	443
hockey	physical demands	agility	physical demands: agility	443
wrestling	physicality	agility	physicality: agility	443
triple jump	physical demands	agility	physical demands: agility	443
figure skating	requirements	agility	requirements: agility	443
volleyball	physical demands	agility	physical demands: agility	443
badminton	physical demands	agility	physical demands: agility	443
wrestling freestyle	physical demands	flexibility	physical demands: flexibility	444
gymnast	physical attributes	flexibility	physical attributes: flexibility	444
floor exercise	requirements	flexibility	requirements: flexibility	444
artistic gymnastics	requirements	flexibility	requirements: flexibility	444
artistic gymnastics	physical demands	flexibility	physical demands: flexibility	444
pole vault	physical demands	flexibility	physical demands: flexibility	444
triathlon	training	flexibility	training: flexibility	444
pole vault	training	flexibility	training: flexibility	444
long jump	physical attributes	flexibility	physical attributes: flexibility	444
diving	physical demands	flexibility	physical demands: flexibility	444
cross country skiing	physical demands	flexibility	physical demands: flexibility	444
athletics	physical demands	flexibility	physical demands: flexibility	444
rhythmic gymnastics	performance elements	flexibility	performance elements: flexibility	444
synchronized swimming	physical demands	flexibility	physical demands: flexibility	444
alpine combined	physical demands	flexibility	physical demands: flexibility	444
floor exercise	movement	flexibility	movement: flexibility	444
high jump	physiological demands	flexibility	physiological demands: flexibility	444
wrestling	physiological demands	flexibility	physiological demands: flexibility	444
freestyle skiing	physical demands	flexibility	physical demands: flexibility	444
cycling	physical demands	flexibility	physical demands: flexibility	444
uneven bars	physical demands	flexibility	physical demands: flexibility	444
alpine skiing	physical demands	flexibility	physical demands: flexibility	444
artistic gymnastics	training	flexibility	training: flexibility	444
high jump	training	flexibility	training: flexibility	444
javelin throw	training	flexibility	training: flexibility	444
parallel bars	purpose	flexibility	purpose: flexibility	444
synchronized swimming	requirements	flexibility	requirements: flexibility	444
parallel bars	physical requirements	flexibility	physical requirements: flexibility	444
judo	physical requirements	flexibility	physical requirements: flexibility	444
synchronized swimming	physical requirements	flexibility	physical requirements: flexibility	444
archery	physical demands	flexibility	physical demands: flexibility	444
rhythmic gymnastics	physical skills	flexibility	physical skills: flexibility	444
backstroke	requires	flexibility	requires: flexibility	444
high jump	physical requirements	flexibility	physical requirements: flexibility	444
judo	physical aspects	flexibility	physical aspects: flexibility	444
rhythmic gymnastics	physical demands	flexibility	physical demands: flexibility	444
figure skating	physical demands	flexibility	physical demands: flexibility	444
judo	physical demands	flexibility	physical demands: flexibility	444
athlete	appearance	fit	appearance: fit	444
taekwondo	physical benefits	flexibility	physical benefits: flexibility	444
ice dancing	physical demands	flexibility	physical demands: flexibility	444
heavyweight dinghy	characteristics	strong	characteristics: strong	445
long jump	athletes	strong	athletes: strong	445
swimmer	physical attributes	strong arms	physical attributes: strong arms	445
hammer throw	athlete	strong	athlete: strong	445
athlete	physical attribute	strong	physical attribute: strong	445
wrestling	athletes	strong	athletes: strong	445
swimmer	physiological characteristic	strong arms	physiological characteristic: strong arms	445
gymnast	characteristics	strong	characteristics: strong	445
ice dancing	characteristics	requires strength and flexibility	characteristics: requires strength and flexibility	445
women's team	players	strong	players: strong	445
water polo	players	strong	players: strong	445
platform	characteristics	strong	characteristics: strong	445
swimmer	physical characteristic	strong arms	physical characteristic: strong arms	445
athlete	characteristics	strong	characteristics: strong	445
gymnast	physical characteristics	strong	physical characteristics: strong	445
athlete	physical characteristics	strong	physical characteristics: strong	445
gymnast	physical characteristic	strong	physical characteristic: strong	445
hammer throw	athletes	strong	athletes: strong	445
all-rounder	physical attributes	strong	physical attributes: strong	445
gymnast	physical attributes	strong	physical attributes: strong	445
swimmer	physical characteristics	strong arms	physical characteristics: strong arms	445
athlete	physical attributes	powerful	physical attributes: powerful	445
athlete	characteristic	strong	characteristic: strong	445
windsurfer	physical attributes	strong arms	physical attributes: strong arms	445
swimmer	physical characteristics	muscular	physical characteristics: muscular	446
heavyweight dinghy	features	strong frame	features: strong frame	446
moguls	features	groomed	features: groomed	446
swimmer	physical characteristic	muscular	physical characteristic: muscular	446
athlete	physical attributes	strong legs	physical attributes: strong legs	446
athlete	appearance	muscular	appearance: muscular	446
gymnast	physique	muscular	physique: muscular	446
athlete	appearance	well-toned	appearance: well-toned	446
athlete	physiological attributes	strong muscles	physiological attributes: strong muscles	446
athlete	physical attribute	muscular	physical attribute: muscular	446
athlete	physical attributes	muscular	physical attributes: muscular	446
swimmer	physical characteristic	flexible torso	physical characteristic: flexible torso	446
swimmer	physical characteristics	good lung capacity	physical characteristics: good lung capacity	447
swimmer	physical characteristic	good lung capacity	physical characteristic: good lung capacity	447
individual	habits	can sleep	habits: can sleep	447
swimmer	physiological characteristic	good lung capacity	physiological characteristic: good lung capacity	447
individual	habits	can eat	habits: can eat	447
balance beam	characteristics	highly balanced	characteristics: highly balanced	447
gymnast	physical characteristics	agile	physical characteristics: agile	448
athlete	physical characteristics	agile	physical characteristics: agile	448
taekwondo	physical characteristics	agile	physical characteristics: agile	448
all-rounder	physical attributes	agile	physical attributes: agile	448
gymnast	physical attributes	agile	physical attributes: agile	448
wrestling	athletes	agile	athletes: agile	448
athlete	physical attributes	agile	physical attributes: agile	448
winter sport	physical activity	agile	physical activity: agile	448
athlete	physical attribute	agile	physical attribute: agile	448
athlete	physical attribute	fast	physical attribute: fast	448
athlete	characteristics	agile	characteristics: agile	448
athlete	characteristic	agile	characteristic: agile	448
aquatics	characteristics	cold-blooded	characteristics: cold-blooded	448
gymnast	physical characteristic	agile	physical characteristic: agile	448
long jump	athletes	agile	athletes: agile	448
individual	physical characteristics	has a body	physical characteristics: has a body	449
individual	physical	has body	physical: has body	449
aerials	types	terrestrial	types: terrestrial	449
individual	physical characteristics	has a face	physical characteristics: has a face	449
individual	biological aspects	has a nervous system	biological aspects: has a nervous system	449
individual	biological aspects	alive	biological aspects: alive	449
individual	physical characteristics	biological	physical characteristics: biological	449
individual	physical	has organs	physical: has organs	449
individual	physical	body	physical: body	449
individual	biological	living being	biological: living being	449
individual	biological aspects	has a brain	biological aspects: has a brain	449
individual	biological aspects	has a heart	biological aspects: has a heart	449
individual	physical characteristics	alive	physical characteristics: alive	449
air rifle	features	silent	features: silent	449
individual	physical characteristics	has a mind	physical characteristics: has a mind	449
butterfly	physical characteristics	long antennae	physical characteristics: long antennae	450
butterfly	unique feature	antennae	unique feature: antennae	450
snowboard	features	tail	features: tail	450
aquatics	features	tail	features: tail	450
butterfly	features	antennae	features: antennae	450
butterfly	body parts	antennae	body parts: antennae	450
butterfly	physical characteristics	long proboscis	physical characteristics: long proboscis	450
butterfly	physical characteristics	antennae	physical characteristics: antennae	450
aerials	physical appearance	antennae	physical appearance: antennae	450
floor exercise	characteristics	flexible	characteristics: flexible	451
