facet_property	cluster_label
functionality: multi-way	1680
operational aspects: remote control	1680
functionality: switchable	1680
interface: button	1680
components: input/output	1680
control: remote control	1680
interface: remote control	1680
input: wireless	1680
example: remote control	1680
types of: terminal control	1680
features: remote control	1680
control: remote	1680
use case: user interface	1680
operating model: recurring service	1681
service level: standard	1681
service level: economical	1681
features: personalized service	1681
importance: reliable service	1681
characteristics: door-to-door service	1681
frequency of service: infrequent	1681
type of service: reliable	1681
service: full service	1681
customer service: 24/7	1681
goals: reliable service	1681
type of service: regular	1681
characteristics: reliable service	1681
location: on vehicle	1682
physical environment: inside vehicle	1682
location: attached to vehicle	1682
placement: on vehicle	1682
location: on truck	1682
location: in vehicle	1682
location: in truck	1682
location: inside vehicle	1682
location: inside a car	1682
location: in engine compartment	1682
location: in the back of a car	1682
location: in a car	1682
location: in car	1682
prevention: avoidance	1683
functionality: preventing	1683
purpose: to disrupt	1683
goal: to prevent	1683
purpose: deterrence	1683
purpose: to prevent supply or communication	1683
purpose: deter	1683
purpose: to prevent	1683
purpose: to deter	1683
prevention: paying attention	1683
purpose: deterrent	1683
purpose: prevents	1683
consequences: humanitarian impact	1684
effects: humanitarian impact	1684
effects: causing humanitarian crisis	1684
history: criticized for humanitarian impact	1684
consequences: humanitarian suffering	1684
effects: humanitarian crisis	1684
effect: humanitarian crisis	1684
effect: humanitarian impact	1684
consequences: humanitarian crisis	1684
consequences: hunger and famine	1684
impact: humanitarian crisis	1684
consequences: can lead to humanitarian crisis	1684
efficiency: higher efficiency than gasoline engine	1685
fuel efficiency: high	1685
characteristics: more fuel-efficient	1685
characteristics: fuel-efficient	1685
efficiency: higher than gasoline engines	1685
benefits: fuel-efficient	1685
efficiency: higher than gasoline engine	1685
efficiency: fuel-efficient	1685
efficiency: low fuel consumption	1685
definition: economical and efficient	1685
characteristics: fuel efficient	1685
advantages: more efficient for long distances	1685
characteristic: fuel-efficient	1685
efficiency: higher than gasoline	1685
fuel efficiency: low	1685
operated by: oil and gas company	1686
operated by: oil company	1686
operated by: energy corporation	1686
operating company: oil company	1686
operated by: oil companies	1686
operator: gas company	1686
operated by: oil and gas industries	1686
operator: oil company	1686
operator: energy corporation	1686
operating company: energy corporation	1686
owner/operator: oil company	1686
sources: oil wells	1686
voluntary control: exerted	1687
control: unconscious	1687
control: conscious	1687
conscious control: guided by conscious thought	1687
voluntary control: conscious	1687
conscious control: influenced by mental states	1687
control: self-controlled	1687
control: self-regulation	1687
control: voluntary	1687
control: learned	1687
control: directed	1687
control: autonomous	1687
control: self-directed	1687
control: uncoordinated	1687
control: self-control	1687
example: grade of a student	1688
types: at-grade	1688
type: at-grade	1688
classification: lower	1688
type: grade-separated	1688
types: grade-separated	1688
design: grade-separated	1688
functionality: cautioning drivers	1689
safety features: warning lights	1689
safety feature: warning lights	1689
safety features: hazardous material warning signs	1689
safety feature: warning signs	1689
safety features: centerline lights	1689
safety features: markings	1689
safety features: signs	1689
safety measures: warning signs	1689
safety: warning signs	1689
safety feature: runway marking	1689
safety features: stop signs	1689
safety features: precision approach path indicators	1689
safety features: emergency stop	1689
safety features: warning signs	1689
safety features: runway markings	1689
safety features: trackside signs	1689
safety: warning signal	1689
forms: warning signs	1689
function: pushing barges	1690
equipment used: tugs	1690
type: tug	1690
equipment: tugger	1690
features: tug	1690
equipment: tugs	1690
mode: tug	1690
equipment: tug	1690
industry category: transportation	1691
industry: transportation industry	1691
industry: transportation	1691
economy: transportation	1691
industry: transportation hubs	1691
domains: transportation	1691
examples: trucking and rail	1691
industry: transportation sector	1691
industry use: transportation sector	1691
industry: transportation agencies	1691
purpose: expediting	1692
purpose: save time	1692
benefits: saving time	1692
usefulness: saving time and money	1692
goals: reducing delays	1692
goals: minimize delays	1692
purpose: reducing delays	1692
function: saves time and fuel	1692
importance: saves time	1692
goals: minimizing delays	1692
purpose: minimizing delays	1692
purpose: saves time and fuel	1692
goal: minimizing delays	1692
related concepts: devops	1693
used in: devops	1693
related terms: devops	1693
used for: devops	1693
uses: devops	1693
related fields: devops	1693
related concepts: kubernetes	1693
production method: distillation	1694
methods: chemical	1694
processing: distillation	1694
processing: fractional distillation	1694
production method: hydrotreating	1694
production process: hydrotreating	1694
types: desalination	1694
formation: fermentation	1694
production process: distillation	1694
relationship: has elements	1695
elements: item name	1695
elements: carrier	1695
properties: unique elements	1695
elements: means	1695
elements: members	1695
elements: objects	1695
elements: packing group	1695
elements: can contain any type of object	1695
property: unique elements	1695
elements: distinct	1695
elements: unique	1695
elements: shipper	1695
properties: elements	1695
elements: items	1695
elements: consignee	1695
elements: special handling	1695
mathematical concept: distinct elements	1695
properties: has elements	1695
types of: anchoring	1696
type: anchoring	1696
used for: anchoring	1696
function: anchor point for rigging	1696
function: anchoring	1696
type: anchor handling	1696
berthing method: anchors	1696
purpose: anchoring	1696
safety considerations: proper anchoring	1696
safety: anchor	1696
features: anchoring points	1696
features: anchor chain	1696
features: anchoring equipment	1696
type: anchoring system	1696
requirements: anchoring system	1696
uses: anchoring	1696
safety aspect: anchoring system	1696
design: anchoring system	1696
purpose: safe anchoring	1696
purpose: to anchor	1696
requirements: anchoring	1696
structure: anchor	1696
process: anchor	1696
features: anchoring system	1696
usage: anchoring	1696
features: anchoring	1696
characteristics: anchor holding	1696
features: anchoring systems	1696
role: anchor	1696
method: holding onto	1696
capacity: number of spots	1697
characteristics: capacity	1697
type: capacity	1697
capacity: capacity	1697
capacity: goods	1697
metrics: capacity	1697
related to: capacity	1697
related concepts: capacity	1697
unit of measurement: capacity	1697
operational aspect: capacity	1697
related concept: capacity	1697
types of: capacity	1697
advantages: capacity	1697
content: capacity	1697
features: capacity	1697
efficiency: capacity	1697
planning: capacity	1697
types of: size	1698
related concepts: train size	1698
magnitude: small	1698
categorization criteria: size	1698
characteristics: size	1698
type: size	1698
content: size	1698
features: rim size	1698
dimension: size	1698
criteria: size	1698
example: size	1698
elements: item dimensions	1698
calculations: multiplication	1699
calculations: division	1699
mathematical operations: addition	1699
mathematical operation: subtraction	1699
calculations: addition	1699
mathematical operation: addition	1699
mathematical operation: multiplication	1699
conversion: requires multiplication or division	1699
mathematical operations: subtraction	1699
mathematical operations: multiplication	1699
mathematical operations: division	1699
mathematical operation: division	1699
calculations: subtraction	1699
usage: environmental monitoring	1700
used for: environmental monitoring	1700
purpose: environmental monitoring	1700
function: monitoring environment	1700
uses: environmental monitoring	1700
maintenance: water quality monitoring	1700
purpose: maintain law and order	1701
purpose: to maintain order	1701
purpose: maintain order	1701
goal: maintain order	1701
purpose: maintaining order	1701
organization: administrative body	1702
organizational structure: ministry	1702
structure: government agency	1702
organization: bureaucracy	1702
entities involved: bureaucracy	1702
domains: office	1702
structure: bureaucracy	1702
organization: ministry	1702
organization: government department	1702
participants: bureaucracy	1702
actors: bureaucracy	1702
features: bureaucratic structure	1702
type: ministry	1702
structure: ministerial	1702
structure: bureaucratic	1702
fields: travel	1703
social aspect: travel	1703
social aspect: commuting	1703
type: tailgating	1703
purpose: business trip	1703
event: traveling	1703
field: traveling	1703
process: travelling	1703
type: travel	1703
performance: long-distance	1703
nature: air travel	1703
activity: traveling	1703
field: travel	1703
actions involved: traveling	1703
action: traveling	1703
category: commuting	1703
activities: traveling	1703
event: travel	1703
activities: travel	1703
purpose: commuting	1703
organization: organized by flight number	1704
planned by: airline	1704
function: connecting flights	1704
maintained by: airline	1704
managed by: airline	1704
organization: by flight number	1704
features: with layovers	1704
category: iata	1704
determined by: airline	1704
type: air travel plan	1704
generated by: airline	1704
managed by: airlines	1704
content: airline	1704
organization: by airline	1704
components: airline	1704
function: handles international flights	1704
used by: airlines	1704
inclusion: flight status	1704
function: offers layovers	1704
component: electrical generator	1705
purpose: providing power	1705
function: powers a house	1705
common applications: powers homes	1705
functionality: providing electricity	1705
purpose: provide power	1705
power source: mechanical	1705
function: provide power	1705
uses: powers homes	1705
function: providing power	1705
function: powers a home	1705
facilities: electricity	1705
function: powers home	1705
used for: providing power	1705
source of power: electric	1705
function: powers devices	1705
purpose: supply power	1705
role: support economy	1706
responsibilities: economic development	1706
role: support national economy	1706
purpose: supporting global economy	1706
role: supports economy	1706
purpose: support economy	1706
purpose: to promote national economy	1706
used for: supporting economy	1706
roles: national economy	1706
roles: economic development	1706
role: support global economy	1706
relationship to population: supports population	1706
role: economically important	1706
purpose: supporting economy	1706
involvement: private sector	1706
roles: support economic growth	1706
function: support economy	1706
functions: support national economy	1706
purpose: to promote national industries	1706
related to: economic development	1706
function: supporting economy	1706
historical significance: played important role in world wars	1707
history: played significant role in world wars	1707
history: played key role in world wars	1707
history: played role in war efforts	1707
history: played important role in world wars	1707
history: important in world wars	1707
history: played role in wars	1707
structure: canopy	1708
design: high roof	1708
structure: superstructure	1708
features: high roof	1708
design: roofed structure	1708
structure: roof	1708
components: roof	1708
typical features: roof	1708
location: superstructure	1708
function: extinguishing fire	1709
function: extinguishing fires	1709
purpose: maintaining fire	1709
function: extinguishing	1709
purpose: to extinguish fires	1709
function: fire stopping	1709
function: put out fires	1709
function: putting out fires	1709
purpose: extinguishing fires	1709
fire starting: reliable	1709
handling requirements: fire extinguisher nearby	1709
purpose: extinguishing fire	1709
function: extinguish fires	1709
function: extinguishes fire	1709
compared to: refrigerator car	1710
amenities: mini fridge	1710
type: commercial fridge	1710
typical location: fridge	1710
structure: refrigerator car	1710
type: car fridge	1710
type: home fridge	1710
type: refrigerator car	1710
gauge: 1435 mm	1711
types: double track dual gauge	1711
standard: broad gauge	1711
railway type: track gauge	1711
types: dual gauge line	1711
types of trains: broad gauge	1711
types of trains: standard gauge	1711
types: single track with gauge change	1711
types: single track dual gauge	1711
railway system: metric gauge	1711
compared to: standard gauge railway	1711
medium: rail	1711
compared to: narrow gauge railway	1711
railway system: narrow gauge	1711
railway system: standard gauge	1711
types: dual gauge track	1711
railway system: large gauge	1711
types: double track	1711
railway system: broad gauge	1711
types of trains: narrow gauge	1711
railway type: broad gauge	1711
railway type: narrow gauge	1711
type: double track	1711
contrast with: standard gauge railway	1711
contrast with: narrow gauge railway	1711
railway type: standard gauge	1711
gauge: broad gauge	1711
common in: uk	1712
popular in: japan	1712
type: continental	1712
origin: popular in europe	1712
popular in: north america	1712
popular in: asia	1712
popular in: europe	1712
characteristics: widespread use	1713
advantages: widespread adoption	1713
advantages: widespread use	1713
features: widespread use	1713
history: widespread use	1713
characteristics: widespread	1713
definition: widespread use	1713
composition: sulfur	1714
chemical composition: sulfur-containing	1714
composition: sulfur content	1714
advantages: low sulfur content	1714
odor: sulfur-like	1714
properties: low sulfur content	1714
documents needed: proof of residency	1715
documents involved: proof of residency	1715
required documents: proof of residency	1715
requirements for renewal: proof of residency	1715
required documents: proof of residence	1715
requirements: residency	1715
documents required: proof of residency	1715
issuing authority: transportation department	1716
issuance authority: transportation department	1716
issuing authority: transportation agency	1716
authority: carrier	1716
issuing authority: local department of motor vehicles	1716
issuing authority: department of motor vehicles	1716
issuing authority: carrier	1716
issuing authority: port authority	1716
organization: transportation department	1716
organization: ministry of transportation	1716
issuing authority: local authorities	1717
issuing authority: local department	1717
regulation: city	1717
operator: local government	1717
jurisdiction: municipal	1717
governmental entity: local	1717
issuing authority: local dmv	1717
authority level: local	1717
regulation: local authority	1717
government agency: local	1717
issuing authority: local government	1717
regulated by: local government	1717
managed by: local authority	1717
control: local authorities	1717
involved parties: local government	1717
fee: varies by state	1718
funding source: user fees	1718
fees: state-dependent	1718
fee: varies by country	1718
type: fee	1718
fee: fixed	1718
fee: variable	1718
requirements: payment of fees	1718
fee: tax-dependent	1718
fees: variable	1718
type of animal: donkey	1719
propulsion: donkey	1719
animal: mule	1719
type of animal: mule	1719
animal type: mule	1719
type: donkey-drawn	1719
animal used: mule	1719
animal type: donkey	1719
animal: donkey	1719
animal used: donkey	1719
type: donkey	1719
used for: maintaining port	1720
found at: port	1720
location: in a port	1720
found in: shipping port	1720
associated with: port	1720
used in: port operations	1720
commonly found in: ports	1720
found in: port	1720
related to: port	1720
used in: port	1720
associated with: seaport	1720
associated with: ports	1720
related to: port operations	1720
operated by: port	1720
location: in the port	1720
used for: port operations	1720
job: business agent	1721
job: facilitator	1721
definition: business intermediary	1721
role: third-party	1721
job: intermediary	1721
profession: intermediary	1721
job: business representative	1721
job: facilitate	1721
role: intermediary	1721
definition: intermediary	1721
job description: communicating with clients	1721
function: intermediary	1721
job role: intermediary	1721
regulations: federal trade commission	1722
standardized: customs regulations	1722
regulated by: customs regulations	1722
regulated by: customs law	1722
regulations: customs regulations	1722
regulations: customs and immigration laws	1722
regulation: freight forwarding	1722
regulation: customs	1722
regulation: immigration regulations	1722
generated by: customs	1722
regulation: customs regulations	1722
regulation: logistics	1722
regulations: customs	1722
uses: customs regulations	1722
enforced by: collection agency	1722
regulations: customs and immigration	1722
regulations: immigration	1722
regulatory bodies: customs	1722
safety: lower visibility	1723
safety: limited visibility	1723
safety: increased visibility	1723
safety: good visibility	1723
use: reduced visibility	1723
safety: visibility	1723
personnel: merchants	1724
residents: traders	1724
residents: workers	1724
residents: merchants	1724
type: merchant	1724
inhabitants: merchants	1724
purpose: planning trip	1725
common tasks: booking cargo space	1725
purpose: scheduling travel	1725
operational aspect: berth allocation	1725
operations: scheduling flights	1725
purpose: aid airlines in scheduling	1725
function: arranging transportation	1725
purpose: organizing flights	1725
purpose: inform airlines of operations	1725
purpose: informing airline staff	1725
planning: determined by airline	1725
purpose: scheduling airlines	1725
functions: arranging transportation	1725
services: flight scheduling	1725
example: planning a trip	1725
purpose: trip planning	1725
purpose: scheduling transportation	1725
operations: schedule flights	1725
purpose: scheduling flights	1725
planning: airline schedules	1725
organization: by departure time	1725
responsibilities: flight scheduling	1725
operations: scheduling trains	1725
operations: flight scheduling	1725
purpose: trip management	1725
history: expansion	1726
operation: expansion	1726
mechanism: expansion	1726
principle: expansion	1726
equipment: whale harpoons	1727
equipment: whaleboats	1727
equipment: harpoons	1727
features: harpoons	1727
features: harpooning equipment	1727
features: whale catcher	1727
equipment: whale harpoon	1727
features: harpoon	1727
differences: used in different contexts	1728
type: tactile	1728
methods: nonverbal	1728
forms: hand gesture	1728
purpose: inducing response	1728
detection method: transmissive	1728
steps: approving	1728
method: nonverbal	1728
method: using signs	1728
method: non-verbal	1728
height: towering	1729
height: towering above water	1729
engineering feat: tallest	1729
height: typically 100-150 feet	1729
size: typically 1-3 meters tall	1729
height: very high	1729
physical structure: towering	1729
size: towering	1729
design: tall	1729
height: typically 50-100 meters tall	1729
height: visible from distance	1729
height: tall structure	1729
physical characteristic: towering	1729
armament: gun	1730
features: cannons	1730
examples: ammunition	1730
armament: guns	1730
armament: cannons	1730
equipment: cannons	1730
armament: unarmed	1730
armament: armed	1730
armament: machine guns	1730
typical features: catapults	1730
consequences: property damage	1731
consequences of mishandling: property damage	1731
cause: property damage	1731
safety concerns: damage	1731
properties: damages skin	1731
risks: property damage	1731
consequences of mishandling: environmental damage	1731
risk: damage	1731
causes: property damage	1731
risks: damage to property	1731
consequences: damage to property	1731
consequences: vehicle damage	1731
definition: width of 1.435 meters	1732
width: measured in feet or meters	1732
width: measured in feet	1732
width: measured in nautical miles	1732
width: 1,435 mm	1732
width: dependent on location	1732
width: typically 45 meters	1732
width: typically 1.5 meters	1732
width: 1.435 meters	1732
width: over 1.5 meters	1732
definition: width of 1435 mm	1732
definition: narrowest part of a channel	1732
width: 1435 mm	1732
width: 1,520 mm	1732
width: 1,524 mm	1732
width: measured in meters	1732
characteristics: wide	1732
width: typically 1.5 meters or more	1732
width: typically 45-60 meters	1732
width: 6-7 feet	1732
width: 1435 millimeters	1732
application: retail store	1733
location: in a store	1733
industry: retail	1733
used for: browsing	1733
purpose: browsing	1733
used in: retail store	1733
applications: retail	1733
application: retail	1733
fields of use: retail	1733
function: illuminate space	1734
function: illuminate room	1734
equipment: spotlights	1734
function: illuminates	1734
function: illuminates room	1734
purpose: illuminate space	1734
purpose: illuminate room	1734
function: illuminates space	1734
hazardous properties: can cause poisoning	1735
hazardous properties: can cause corrosion	1735
classification: toxic	1735
category: toxic	1735
hazards: corrosive	1735
type of danger: toxic	1735
hazards: toxic	1735
properties: poisonous	1735
properties: can cause harm to skin	1735
environmental impact: toxic	1735
hazard: poisonous	1735
properties: toxic	1735
hazardous effects: poisonous	1735
type of hazard: corrosive	1735
type of hazard: toxic	1735
physical properties: corrosive	1735
properties: corrosive	1735
type of danger: corrosive	1735
characteristics: toxic	1735
definition: not naturally occurring	1735
safety concerns: toxic	1735
type: toxic	1735
transportation: special vehicles	1736
handling requirements: special transportation	1736
operational aspects: vehicle types	1736
transportation: transport in a secure manner	1736
transportation: transport in special vehicles	1736
transportation requirements: special vehicle	1736
transportation requirements: specialized vehicles	1736
type: special vehicle	1736
transportation regulations: special vehicles	1736
type: uber	1736
transportation requirements: special vehicles	1736
stages: feedback	1737
inputs: feedback	1737
control: feedback	1737
outputs of process: feedback	1737
used for: feedback	1737
features: strong engines	1738
characteristics: strong engine	1738
engine: durable	1738
physical characteristics: strong engine	1738
engine: strong	1738
features: strong engine	1738
performance: strong engine	1738
engine power: strong	1738
design: three color signals	1739
types: two-color	1739
types: four-color	1739
design: three-color system	1739
types: three-color	1739
characteristics: color-coded	1739
design: color-coded	1739
identification: distinctive paint	1739
placed at: warehouse	1740
stored on: hold	1740
typically stored: warehouses	1740
loaded from: warehouse	1740
located at: warehouse	1740
stored at: warehouse	1740
stored at: warehouses	1740
stored at: storehouse	1740
stored in: warehouse	1740
stored in: shed	1740
historical context: imperialism	1741
relation: global politics	1741
relation: international relations	1741
history: common in international relations	1741
history: used in international relations	1741
relevance to: international relations	1741
history: applied in international conflicts	1741
historical context: international relations	1741
history: regulated by international treaties	1741
related concepts: international relations	1741
historical significance: used in international relations	1741
category: recreational vehicle	1742
category: two-wheeled	1742
type: recreational vehicle	1742
vehicle type: off-road capable	1742
vehicle: walk	1742
design: two wheels	1742
used for: recreational riding	1742
vehicle characteristic: four-wheeled	1742
vehicle type: 18-wheeler	1742
vehicles: motorized vehicles	1742
features: wheels for movement	1742
vehicle type: 18 wheeler	1742
type of vehicle: off-road capable	1742
features: wheeled	1742
design: two-wheeled	1742
design: four wheels	1742
structure: wheeled	1742
vehicle: pedestrian	1742
replaced by: motorized vehicle	1742
design: with handlebars	1742
physical characteristics: wheeled	1742
type: four-wheeled	1742
features: with wheels	1742
type: two-wheeled	1742
vehicle type: motorized	1742
vehicle: foot	1742
mode of transport: recreational	1742
physical characteristics: has wheels	1742
category: two-wheeler	1742
vehicle type: two-wheeled	1742
features: has a large deck	1743
design: open deck	1743
design: flat deck	1743
size: multi-deck	1743
features: has a flat deck	1743
design: long deck	1743
features: flat deck	1743
characteristics: large deck	1743
size: multi-decked	1743
design: large deck	1743
type: hybrid	1744
types: hybrid	1744
structure: hybrid	1744
methodology: hybrid	1744
approaches: hybrid	1744
type: twin-engine	1745
type: single-engine	1745
design: multiple engines	1745
design: multi-engine	1745
design: single-engine	1745
design: tail-mounted engine	1745
size: single-engine	1745
design: twin-engine	1745
type: longliner	1745
features: single engine	1745
design: single engine	1745
characteristics: single engine	1745
functions: regulates earth's temperature	1746
ecological role: regulating climate	1746
function: regulates climate	1746
functions: regulates climate	1746
function: regulates environment	1746
function: regulates earth's climate	1746
function: regulates earth's temperature	1746
function: regulating environment	1746
functions: regulating climate	1746
functions: regulates earth's climate	1746
function: blocks harmful radiation	1747
function: protects from harmful radiation	1747
functions: blocks harmful radiation	1747
function: blocks harmful particles	1747
function: blocks radiation	1747
functions: blocking harmful radiation	1747
functions: protects from harmful radiation	1747
number of roads: four	1748
number of roads: three	1748
number of cars: multiple	1748
number of cars: single	1748
number of roads: four-way	1748
number of roads: three-way	1748
number of roads: five	1748
number of roads: three or more	1748
number of roads: two	1748
number of roads: one	1748
number of roads: five-way	1748
traffic management: stop sign	1749
traffic regulation: stop signs	1749
traffic regulation: stop sign	1749
traffic management: signalized	1749
traffic law: stop sign	1749
traffic management: speed bumps	1749
traffic control: stop sign	1749
traffic: light	1749
priority: stop sign	1749
occurs in: traffic light	1749
traffic flow: stop signs	1749
traffic law: red light	1749
traffic management: stop signs	1749
control: stop sign	1749
methods: stop lights	1749
traffic flow: traffic lights	1749
driver behavior: road signs	1749
common in: high-traffic zones	1749
traffic flow: traffic light	1749
traffic flow: stop sign	1749
control: stop signs	1749
used for: personal transportation	1750
type: personal transportation	1750
used for: leisure driving	1750
mode of transport: personal	1750
use: small scale transportation	1750
category: personal transportation	1750
function: personal transportation	1750
usage: personal transportation	1750
used for: riding	1750
purpose: personal transportation	1750
equipment: bike	1750
mode: riding	1750
features: handlebars	1750
use: personal transportation	1750
mode of operation: riding	1750
operator: rider	1750
mode of transportation: riding	1750
transportation: personal	1750
mode of transportation: personal	1750
mode of transportation: rider	1750
procedures: clearance	1751
phases: clearance	1751
preconditions: proper clearance	1751
controllers' roles: clearance	1751
information exchanged: clearance requests	1751
methods: clearance and instruction	1751
purpose: authorization	1751
procedures: landing clearance	1751
actions: clearance	1751
process: clearance	1751
procedures: sequencing	1752
procedures: routing	1752
methods: routing	1752
purpose: routing	1752
methods: traffic routing	1752
controllers' roles: routing	1752
operations: routing	1752
importance: critical for querying	1753
importance: important	1753
importance: mandatory	1753
importance: food	1753
importance: minor	1753
reason: importance	1753
importance: essential for daily life	1753
importance: necessary	1753
importance: crucial for communication	1753
importance: highly important	1753
importance: crucial	1753
importance: not important	1753
importance: highly significant	1753
importance: contractual	1753
importance: critical for communication	1753
importance: essential in many fields	1753
importance: used for classification	1753
importance: significant	1753
importance: important in cooking	1753
importance: crucial in many fields	1753
importance: required by law	1753
importance: descriptive	1753
importance: provides resources	1753
importance: claims	1753
importance: essential	1753
importance: vital	1753
importance: important for daily life	1753
importance: irrelevant	1753
importance: distinguishes objects	1753
importance: logistical	1753
importance: insurance claim	1753
importance: scientific	1753
importance: critical	1753
importance: required in	1753
importance: essential for	1753
mechanism: pneumatic	1754
operating mechanism: pneumatic	1754
features: pneumatic	1754
operating principle: pneumatic	1754
handling: pneumatic systems	1754
technology: pneumatic	1754
definition: register of vessels	1755
purpose: registry of vessels	1755
example: vessel register	1755
examples of: yacht register	1755
definition: record of ship ownership	1755
example: maritime register	1755
purpose: list of ships	1755
definition: record of ships	1755
content: list of ships	1755
purpose: inventory of boats	1755
purpose: listing of ships	1755
purpose: record of ships	1755
definition: official list of ships	1755
purpose: track ship ownership	1755
types of registers: registry of ships	1755
definition: official record of ships	1755
functions: registering new ships	1755
purpose: register of ships	1755
purpose: registry of ships	1755
importance: for international trade	1756
importance: critical for international trade	1756
importance: crucial for global connectivity	1756
importance: essential for international trade	1756
importance: essential for global trade	1756
importance: trade facilitation	1756
relevance: in international trade	1756
importance: supports international trade	1756
importance: common in shipping industry	1756
importance: vital for international trade	1756
importance: allowing international trade	1756
importance: crucial for trade	1756
importance: maritime importance	1756
importance: facilitates international trade	1756
importance: maritime commerce	1756
importance: crucial for global trade	1756
importance: economical shipping	1756
importance: critical for cargo transport	1756
importance: critical for maritime trade	1756
importance: critical for global trade	1756
importance: enables international commerce	1756
importance: critical for commerce	1756
importance: vital for commerce	1756
importance: critical for trade	1756
screen: monitor	1757
screen: led	1757
component: screen	1757
output: display	1757
output method: screen	1757
design: digital displays	1757
screen: color	1757
screen: lcd	1757
components: screen	1757
screen: display	1757
design: with electronic displays	1757
shape: screen	1757
physical structure: electronic display	1757
features: electronic displays	1757
features: analog display	1757
physical form: screen	1757
screen: black and white	1757
output method: projector	1757
components: display screen	1757
features: digital display	1757
input/output: screen	1757
goals: international cooperation	1758
types: multilateral	1758
type: multilateral	1758
organization: international cooperation	1758
structure: chain-like	1759
components: chains	1759
equipment: chains	1759
design feature: chains	1759
features: chain	1759
mechanism: chain	1759
structure: chain	1759
equipment: chain	1759
business model: non-asset based	1760
business model: public	1760
business model: asset-based	1760
ownership: publicly traded	1760
business model: publicly traded	1760
business model: mixed	1760
business model: privately owned	1760
business model: operate globally	1760
type: business	1760
business model: asset-based carrier	1760
business model: charging fees	1760
business model: for-profit	1760
business model: for-hire with dedicated capacity	1760
types: business	1760
business model: asset-light	1760
business model: private	1760
operating model: private	1760
sectors served: private	1760
business model: for-hire	1760
functions: providing food	1761
purpose: provide food	1761
purpose: provide food and drink	1761
functions: provides food	1761
purpose: food supply	1761
function: providing food	1761
function: provides food	1761
used for: providing food	1761
purpose: to eat	1761
purpose: feeding travelers	1761
function: forms part of food chain	1761
purpose: local consumption	1761
purpose: providing food	1761
used for: food	1761
responsibilities: aircraft safety	1762
safety: aviation regulations	1762
safety measures: aircraft performance monitoring	1762
safety: aviation safety	1762
importance: ensuring safe air travel	1762
safety: runway incursion prevention	1762
goals: safe flight operations	1762
airworthiness: dependent on certification	1762
airworthiness: regulated	1762
function: aviation safety	1762
safety: dependent on pilot skill	1762
purpose: aviation safety	1762
safety concerns: aircraft maintenance	1762
airworthiness: safe	1762
safety: train safety	1762
safety: passenger safety	1762
safety: pilotage	1762
importance: vessel safety	1762
responsibilities: aviation safety	1762
purpose: passenger safety	1762
safety: operator safety	1762
audience: driver	1763
target audience: public	1763
audience: team members	1763
audience: sponsors	1763
audience: authority	1763
audience: carrier	1763
audience: public	1763
audience: team	1763
audience: carriers	1763
participants: public	1763
audience: drivers	1763
audience: organization	1763
audience: receiver	1763
audience: group	1763
audience: participants	1763
audience: receivers	1763
audience: individual	1763
access: lifted by cranes	1764
access: crane	1764
function: passage for cargo	1764
access: loading ramp	1764
access: ramp	1764
usage: construction access	1764
access: cranes	1764
features: hatches for loading/unloading	1764
access: loading dock	1764
access: accessed through cargo doors	1764
access: gangway	1764
status: final	1765
status: delayed	1765
status: amended	1765
result: delayed	1765
characteristics: delayed	1765
flight: no powered flight	1765
time: delayed	1765
status: draft	1765
status: cancelled	1765
status: expected	1765
status: suspended	1765
condition: neglected	1765
status: confirmed	1765
circumstances: delayed	1765
types: quad track	1766
number of tracks: quad	1766
common use: school runs	1766
model: sprinter	1766
models: sprinter	1766
type: quad	1766
types: quadruple track	1766
layout: multi-track	1766
type: quad track	1766
traffic: heavy traffic	1767
traffic flow: slow speed	1767
characteristic: separate from regular traffic	1767
traffic: peak	1767
traffic: off-peak	1767
circumstances: during rush hour	1767
traffic: mixed traffic	1767
circumstances: rush hour	1767
traffic flow: busy	1767
traffic flow: peak hours	1767
traffic: peak hours	1767
traffic: off-peak hours	1767
traffic: complex scheduling	1767
situations: rush hour	1767
time considerations: peak traffic	1767
time considerations: traffic patterns	1767
traffic: quiet	1767
traffic: light traffic	1767
traffic: idle	1767
operations: peak hour traffic	1767
traffic: rush hour	1767
traffic: peak hour	1767
safety consideration: tugboats	1768
propulsion: tug	1768
propulsion: tugboat	1768
type: ocean tug	1768
type: anchor handling tug	1768
safety measures: tugboats	1768
types of vessels: tugboat	1768
safety features: tugboats	1768
type: offshore tug	1768
type: tugboat	1768
equipment: tugboats	1768
types: tugboat	1768
design: tug-assisted	1768
example: docker	1768
types: docker	1768
vessel type: tugboat	1768
function: tugboat	1768
type of vessel: tugboat	1768
type: inland tug	1768
vehicles: tugboat	1768
type: icebreaker tug	1768
vehicle: tugboat	1768
related concepts: docker	1768
features: tugboats	1768
mode: tugboat	1768
use in real life: math problems	1769
types: mathematical	1769
domain: math	1769
used for: mathematics	1769
use: mathematics	1769
mathematical concept: mathematics	1769
uses: mathematics	1769
use cases: mathematics	1769
applications: mathematics	1769
usage: mathematics	1769
use cases: philosophy	1770
usage: philosophy	1770
uses: philosophy	1770
mathematical concept: philosophy	1770
applications: philosophy	1770
loading/unloading: via cranes	1771
function: loading/unloading cargo	1771
purpose: loading/unloading	1771
uses: loading and unloading cargo	1771
used for: loading cargo	1771
used for: unloading cargo	1771
loading/unloading: carefully handled	1771
