movie star	fanbase, celebrity, movies, actor, cult following, famous, awards	actress, hollywood
mud	can be found in different colors, wet, dark	sticks to skin, smells bad, shapes into lumps, can be found in puddles, can be used to make mud pies, can be used to make mud sculptures
multinational	language barriers, cultural differences, global reach	involves multiple countries, cross-cultural understanding, diverse workforce, legal complexities, international collaboration, economic interdependence
multitude	numbers, indefinite, diversity, variety, interconnected, comprehensive, infinite, inclusive	plurality
municipal	incorporated city or town, local government, provides public services, taxation	governed by local authorities, municipal services, municipal elections, municipal code, public works, zoning regulations
municipal corporation	enforces regulations, provides public services, collects taxes, represents citizens, makes laws	governs a defined area, offers social services, provides public safety, manages public infrastructure, budgets and allocates resources
municipality	provides infrastructure, provides public services, collects taxes, ensures public safety	governed by local government, defined by geographic boundaries, issues local ordinances, elects representatives, hosts community events, promotes economic development
muscle	can be affected by disease or injury	helps move body parts, requires protein for growth, can be injured or strained, needs rest for recovery, can be strengthened through exercise, has different types (skeletal, smooth, cardiac), can be trained for specific functions, has a complex anatomy, can be affected by genetics
muscle car	v8 engine, loud exhaust, sleek design, rear-wheel drive	high-performance engine, two-door coupe or convertible, large rear spoiler, powerful brakes, classic american brand, made for speed and style
muscle memory	can be improved through training, can be lost or forgotten	automatic and unconscious motor skills, developed through repetition and practice, transfers to similar movements, can be impaired by injury or disease, can be influenced by emotions and thoughts, can be relearned through practice, can be a source of motor expertise, can be improved through mindfulness and attention
museum	provides educational programs, preserves cultural heritage	houses artworks and artifacts, offers temporary exhibitions, supports local artists, draws visitors from around the world, hosts events and lectures, curates exhibitions, offers online resources, collaborates with other institutions
museum piece	preserved, collectible, artistic, important, rare, historic, valuable, cultural	exhibited
music	beat, lyrics, instrumentation, timbre, melody, tempo, harmony, genre, rhythm	
music box	comes in various sizes and designs, plays music	has a box shape, contains a small musical instrument, usually made of wood or plastic, can be wound or battery-powered, often used for relaxation or background noise, produces a gentle, soothing sound, can be personalized with a person's name or initials
music center	audio equipment, plays music, hosts events, public space, sound system, live performances, produces sound	has speakers, entertainment venue
music centre	speakers, instruments, sound system, live performances	audio output, mixing console, recording software, studio equipment, dj equipment
music chart	can be created by hand or with software	represents musical composition, visual representation of song, used for musicians to play together, can be used to notate different instruments, can be used to learn new songs, can be used to teach music theory, can be used in different genres of music, can be used in different settings, such as concerts or practice rooms
music group	tours and performs live shows, may change members over time, releases music albums, performs live	consists of multiple musicians, creates music together, can be classified into different genres, composed of lead vocalist, instrumentalists, and other roles, can have a significant cultural impact, influences other musicians and artists
music hall	live performances, stage, venue, sound, lighting, culture, entertainment, history	audiences
music room	acoustic design, audio equipment, decor, seating capacity, lighting, size, location	instruments available, soundproofing
music theory	scales, meter, melody, tempo, harmony, rhythm	harmonic series, chord progressions, key signatures
musical instrument	can produce different notes, can be used in various genres, can be tuned, playable, can be found in different sizes, produces sound, can be made of various materials	has keys or strings, can be played by hand or with mallets, can be played solo or in a group
musician	composes songs, plays instruments, creates music, creates emotional connections, records music, collaborates with others, performs live	sings, influences others, performs for entertainment
muster	part of speech: noun	definition: a group of ships or aircraft gathered together for a common purpose, synonyms: fleet, flotilla, squadron, formation, related words: naval, maritime, aviation, example sentences: the fleet mustered at the harbor for deployment; the squadron mustered for a training exercise; the formation mustered in the sky for an aerial display, etymology: middle english: from old norse musta, from proto-germanic *muntiz, gender: neuter, number: plural, pronunciation: /ˈmʌstər/, definition of muster in english: to gather or collect (people or things) together for a particular purpose
mutual	reciprocal, valued, equal, beneficial, dependent, important, shared, collaborative, supportive	
mystery	intriguing, captivating, fascinating, elusive, enigmatic, unresolved, mysterious, unpredictable	perplexing
mystery play	can be a form of cultural preservation	dramatic presentation of a religious or mythological story, uses symbolism and metaphor to convey meaning, often performed by a troupe of actors, may include music, dance, and other performance elements, may be based on a specific religious or cultural tradition, can be a powerful form of storytelling and worship, may be performed in a variety of settings, such as theaters or outdoor spaces, can be a form of artistic expression and experimentation
myth	can be passed down through generations	a cultural or traditional story, often based on historical events, but embellished or altered over time, can be used to explain natural phenomena, or provide moral or spiritual teachings, often has a symbolic or supernatural element, can be used to justify social or cultural norms, can be a source of inspiration or guidance, can be a reflection of the culture or society in which it originated
mythology	folklore, rituals and ceremonies	stories about gods and goddesses, supernatural beings, mythical creatures, ancient cultures and beliefs, heroes and legendary figures, cosmic forces and powers, symbolism and symbolic meanings, myths and legends
nail	comes in various sizes and shapes	used for attaching objects to surfaces, made of metal, wood, or plastic, can be used for decoration or repair, has a pointed end for easy insertion, can be used for crafting and diy projects, can be hammered into place, has a flat end for added stability, can be used for holding objects together, can be found in different colors and finishes
name	phonetic, gendered, hereditary, descriptive, legal, cultural, personal, unique, social	nicknameable
name brand	trusted, established, valued, desirable, recognizable, well-known, consistent	reputable, differentiated
naming convention	uniqueness, standardization, availability, consistency	briefness, readability, legibility, acceptability, memorability
nancy	quirks, marital status, personality traits, nationality, hobbies, interests, occupation, name, age, gender	
national academy	cultivates community, educational institution, sets standards, fosters collaboration	fosters academic excellence, promotes research, provides certification, represents profession, advocates for profession, supports lifelong learning
national airline	has a distinct brand identity, offers loyalty programs	operates domestic flights, offers connecting flights, provides in-flight entertainment, operates internationally, offers cargo transportation services, has a diverse fleet of aircraft, has a unique business model, operates in a specific country or region
national anthem	symbol of national identity, can be a powerful symbol of unity	official song of a country, usually sung during public events, features lyrics about history or culture, often performed by a choir or soloist, can be a source of pride for citizens, may be played during sports events, may be different for each country
national convention	establishes laws, represents interests, represents citizens, makes decisions	gathers representatives, elects officials, influences government, sets policy, unifies citizens
national court	interprets constitution, protects individual rights	governs domestic laws, resolves legal disputes, applies national laws, independent from legislative, binding decisions, judicial review of laws, ensures rule of law
national day	celebrations, themes, significance, traditions, symbolism, date, activities, history	celebration locations
national debt	maturity date, fiscal policy, interest rate, economic growth, currency, amount	external debt, government obligations, inflation rate
national park	conservation efforts, protected area, wildlife habitat, tourist destination	nature preserve, outdoor recreation, government management, public land, sustainable tourism
national revival	cultural revival, social cohesion	renewed sense of national identity, increased patriotism, improved economic conditions, political reform, improved relations with neighboring countries, increased international recognition, renewed sense of purpose
national service	volunteer, citizen participation, public service, community service, compulsory, military	social obligation, government-mandated, national unity
national treasure	historically significant, priceless, protected by law, cultural icon, valuable, unique	symbol of national pride, treasured by society, belonging to the nation
native	indigenous, native, intrinsic, local, organic, natural	endemic, autochthonous, inborn
native bear	omnivorous, furry, mammal, large size	hibernates in winter, habitat: forests and mountains, short, sharp claws, brown or black fur, has a distinctive snout shape, lives in family groups
native language	unique grammar and syntax, cultural significance	spoken in native country, not learned through language immersion, not a lingua franca, limited mutual intelligibility, historical and cultural ties, not widely spoken outside native country, distinct from other languages
natural disaster	causes widespread destruction, can trigger social and political instability, can cause long-term environmental damage, can result in loss of life	can disrupt ecosystems, can result in long-term health effects, can have significant economic impact, can lead to displacement and migration, can have a lasting impact on communities
natural fiber	can be blended with other fibers	derived from plants or animals, naturally breathable and moisture-wicking, biodegradable and compostable, soft and lightweight, has natural elasticity, can be grown sustainably, has a lower environmental impact, can be coloured and treated with various finishes, has a luxurious and natural feel
natural language	subtle, dynamic, emotive, complex, creative, expressive, adaptable, universal, cultural	
natural law	objectivity, predictability, harmony, fairness, justice	universality, necessity, non-contradiction, causality
natural process	self-sustaining, uncontrollable, unpredictable	involving natural phenomena, occuring without human intervention, following natural laws, ecological balance, natural cycles, long-term persistence
natural reserve	preserves ecological balance, protected area, home to diverse flora and fauna, offers opportunities for scientific research, supports local communities	maintained in its natural state, educates visitors on environmental issues, promotes conservation efforts, provides habitat for endangered species, encourages sustainable tourism
natural resource	non-renewable, scarcity, conservation, renewable, management, importance, value	depletion, alternatives
nature	essential, dynamic, interconnected, complex, beautiful, infinite, valuable, sustainable, unpredictable	
nature reserve	home to diverse flora and fauna, protected area, offers opportunities for scientific research	preserves natural habitats, maintained for conservation, preserves ecological processes, limits human impact, important for biodiversity, educational opportunities for public
navy	navy, battle, soldiers, maritime, warfare, defense, military, security	ships
navy blue	can be used in various design styles	calm and soothing color, associated with professionalism and trustworthiness, often used in formal attire, can evoke feelings of nostalgia and tradition, complementary to many skin tones, can be paired with a variety of colors, has a versatile range of shades, often used in branding and marketing
necessary	essentiality, indispensable, imperative, vital, mandatory, importance, essential	requisite, unavoidable
necessity	essentiality, crucial, indispensable, imperative, vital, mandatory, important, essential	requirement
need	demand, priority, expectation, scarcity, desire, satisfaction, importance, value, human	want
negative	can be used to describe a situation or event, can be used to describe a feeling or mood, can be used in mathematical operations, can be used to describe a state of being	opposite of positive, can indicate loss or disappointment, can be used to describe a quantity or amount, can be used to describe a color, can be used to describe a personality trait, can be used to describe a feeling of displeasure
negotiation	respectful communication, active listening, mutual understanding, collaboration, problem-solving, flexibility, empathy	creating value, finding mutually beneficial solutions
negotiator	strategic thinker, conflict resolution, collaborative, empathetic, flexible	skilled communicator, cultural competency, results-oriented, problem solver, negotiation techniques
neighborhood	access to public transportation, diverse community, community events, green spaces, affordable housing, local businesses	safe and welcoming, close proximity to amenities, good schools, strong sense of belonging
nephew	may be involved in family decisions	related to uncle, younger than uncle, biological or adoptive, usually fond of, may live with uncle, may share inheritance, may be named after uncle, may be a source of joy and support
nerve agent	can cause death, cumulative, irreversible, toxic	slow-acting, can cause respiratory failure, causes numbness and weakness, affects nervous system, can cause cardiac arrest
nerve ending	can be a source of pain	carries signals between brain and body, located throughout the body, responsible for sensation and pain, can be damaged or irritated, can cause numbness or tingling, important for motor control, involved in autonomic functions, can be stimulated for therapeutic purposes, can be a target for surgical intervention
nerve gas	can be used as a weapon of war, irreversible, toxic	suffocating, banned in most countries, can be lethal in high concentrations, can cause long-term health effects, can cause psychological trauma, can be difficult to treat, has no known cure
nervous system	integrates sensory information, interprets sensory information, regulates emotions, processes sensory information	control center for body functions, transmits signals throughout body, regulates body functions, coordinates movements, enables thought and action, allows for decision making
nest	holds, hides, containers, protects	shelters, incubates, roosts, homes, safe place
nest box	can be made by hand or industrially, can be customized with different designs, made of various materials, can be used for different purposes	provides shelter for birds, varies in size and shape, can be used for different bird species, helps protect birds from predators, can be placed in different locations
net	can be wired or wireless, can be used for various applications, can be used for various purposes	a network of interconnected devices, allowing communication and data transfer, includes servers, routers, and clients, provides access to the internet, can be affected by network congestion, requires maintenance and security, requires network protocols and standards
net worth	calculation method, creditworthiness, tax implications, liquidity	total value of assets, total value of liabilities, inflation adjustment, comparison to peers, investment potential
network effect	positive feedback loop, requires careful management	creates value as more users join, increases with number of connections, stronger with diversity, dependent on user adoption, hard to predict, scalability is key, can be exploited for good or bad
networking	interoperability, scalability, security	connecting devices, sharing resources, transmitting data, network protocols, network topologies, network management
new age	characterized by technological advancements, promotes social justice	relates to modern society, fosters diversity and inclusivity, emphasizes personal growth, encourages sustainability, embraces creativity and innovation, values interconnectedness, seeks spiritual fulfillment
new math	provides immediate feedback, fosters collaboration	increases problem-solving efficiency, adapts to different learning styles, uses visual and spatial reasoning, encourages creative thinking, adapts to different cultural backgrounds, uses real-world examples, emphasizes conceptual understanding, adapts to different learning abilities
new media	artificial intelligence and machine learning, cross-platform compatibility	interactive and immersive, real-time updates and feedback, user-generated content and participation, social media platforms and networks, video and audio sharing, virtual reality and augmented reality, personalization and customization, real-time analytics and metrics
new moon	lunar cycle	appears in sky, closest to earth, no moonlight, first quarter, half moon, waxing crescent, waning crescent, last quarter
new potato	can be baked, mashed, or fried, crunchy, fresh, tasty, versatile, nutritious, sweet	grown in various climates, pairs well with a variety of dishes
new school	diverse student body, technology integration	inclusive environment, innovative curriculum, collaborative culture, student-centered learning, personalized support, interdisciplinary approaches, project-based learning
new standard	applicable, beneficial, enforceable, widespread, influential, universal, consistent	adopted, recent
new town	healthcare, governance, infrastructure, economy, population, education, culture, safety, location	
news	current events, timely information, media coverage, breaking news	newsworthy events, factual reporting, relevant topics, public interest, unbiased reporting
news agency	publishes news, provides context	gathers news, reports news, distributes news, verifies facts, employs journalists, operates globally, monitors trends, produces multimedia content
news anchor	interviews guests, provides context	delivers news, presents information, reports on events, reads news scripts, summarizes stories, hosts talk shows, anchors live broadcasts
news channel	provides news coverage, reports on current events, covers local and global news, interviews experts and eyewitnesses	offers diverse perspectives, offers in-depth reporting, analyzes and interprets news, presents breaking news, strives for accuracy and fairness, uses multimedia to enhance storytelling
news conference	media, announcement, questions, official, live, government, public	reporters, press, officials
news correspondent	reports on current events, must be able to work under pressure, must be able to work well in a team, interviews experts and eyewitnesses, must have strong communication skills	delivers news stories live, films and edits news footage, cultivates sources and sources stories, provides in-depth analysis, maintains objectivity and impartiality
newscaster	business, politics, events, updates, sports, live, weather, current, entertainment	breaking
newsletter	promotional, periodic, targeted, timely, personalized, digital, relevant, informative	curated
next	uncharted, unexplored, unforeseen, increasing, ongoing, evolving, new, sequential, predictable	
niche	creates a sense of belonging	defined space for a specific group, unique features or characteristics, separate from larger market, supports specialized products or services, provides opportunities for differentiation, allows for targeted marketing, can be a source of innovation, can be a source of competition
nick	nickname, hobbies, interests, occupation, age, gender	first_name, last_name, personality_traits
nickel	symbol: ℧, metal	atomic mass: 51.2 u, atomic number: 28, melting point: 1,768 °c, density: 8.9 g/cm³, boiling point: 2,572 °c, crystal structure: face-centered cubic, common alloy: nickel silver
nickname	easy to remember, can be used as a term of endearment, short, personal, unique	may be different from a person's given name, can be used to refer to someone in a casual or familiar way, may be based on appearance or personality, often used in informal settings
niger	rich in natural resources, has a diverse geography, african country	population of over 200 million, largest city is lagos, formerly known as nigeria, home to diverse ethnic groups, located in west africa, famous for its music and culture, borders benin, chad, cameroon, and nigeria
night bird	hunts at night, migratory, nocturnal	loud calls, brings food back to nest, good vision, dark feathers, flies in flocks, sings songs, can see in dark
night light	softens, provides, ambiance, illuminates, convenience, safety, security	coziness, mood-enhancer
night shift	can be physically demanding, requires specialized training and equipment, can lead to social isolation	works outside of traditional daytime hours, requires adjustments to circadian rhythms, may cause fatigue and sleep disturbances, increases risk of accidents and errors, may have negative impact on mental health, may have negative impact on personal relationships
night terror	disturbing, recurring, involuntary, unsettling, nocturnal	sleep-related, fearful, paroxysmal, intrusive
nightclub	alcoholic drinks, atmosphere, socializing, nightlife, dancing, entertainment, fun	loud music, crowded, late night
nightmare	frightening, troubling, troubling, frightening, disturbing, disturbing, unsettling	unsettled, unsettled
nine	a multiple of 3, not a perfect square, a prime number, a number	between 8 and 10, a number of letters in the word 'nine', a digit in the year 2009, a palindrome, a number of syllables in the word 'nine'
noble	magnificent, admirable, respectable, worthy, excellent, heroic	illustrious, praiseworthy
nod	can be used to show appreciation or gratitude	acknowledges or confirms something, can be used to show agreement or confirmation, is a common way to respond to something, can be used in written or spoken communication, is a simple and effective way to convey meaning, can be used in various contexts such as work or personal life, can be used to show enthusiasm or excitement, can be used to add emphasis to a statement
noise	can be loud	unwanted sound, distracting, interferes with hearing, can be background, can be white, can be music, can be brown, can be any color, can be any sound
nomination	voting, result, election, process, party, timeline, position	candidate, electorate
nonfiction	documentary, truthful, historical accuracy, informative	based on facts, true stories, real events, accurate information, factual accuracy
nonprofit	fundraising, volunteer-based, social impact, charitable, community service	tax-exempt, transparent finances, donation-based, accountable governance
nonsense	illogical, does not make sense, unreasonable, nonsensical, absurd, irrational	lacks coherence, not factually correct, unrelated to reality, insensate
noon	midpoint of day, daylight hours, time	midday, highest temperature, sun's zenith, solar noon, 12 pm, local time
normal	expected, usual, typical, standard, average, everyday, normal, common, natural	
north	directions, polar, compass, northern, winter, geography, cold, location	hemisphere
north pole	limited accessibility, geographic location	magnetic north, cold climate, no sunlight during winter, ice and snow cover, important for navigation and exploration, polar bears and other wildlife, unique geography and climate, part of the arctic region
northeast	languages spoken, cuisine, cultural influences, demographics, economy, tourism, climate, geographical location, history	
nose	can be affected by age, can be a source of humor, can be injured, can be influenced by emotions	located on face, helps with breathing, provides sensory input, can be affected by allergies, can be changed through surgery, can be a target for picking
nose ring	has cultural and religious significance, can be a fashion statement, typically made of metal or plastic, can be a form of self-expression	a piercing on the nostril, can be worn for various reasons, may cause breathing difficulties, can be uncomfortable or irritating, may be associated with certain subcultures
notable	trailblazing, leading, groundbreaking, significant, memorable, influential	well-known or famous, worthy of attention, highly regarded
notebook	bound, handwritten, paper, linear, digital, portable	pages, ink, several
noted	origin:, uses:, meaning:, synonyms:, antonyms:, importance:, examples:, types:, definition:	
notice board	information sharing, relevance, visual appeal, updates, maintenance, organization	displayed information, publicly accessible, posting notices, community announcements
notion	related concepts, explanation, antonyms, idioms, synonyms, example, meaning, definition	sentence examples
nova	interstellar space, fast-moving, brightness, temporary	astronomical object, stellar explosion, rapidly changing, gas cloud, high-energy radiation, formed from a star
novel	mystery, science fiction, inspirational, humorous, historical	a written work of fiction, typically includes a plot, characters and setting, can be a romance, erotic
novelist	may have a large following, may have a distinct voice	writes fiction books, creates characters and stories, may have a unique writing style, may be awarded literary prizes, may be known for a particular genre, may be published by a publishing house, may have a website or social media presence, may have a literary agent
nowhere	liminal space	locationless, geographically ambiguous, absence of coordinates, no spatial context, unmapped area, in-between place, non-existent location, void of location
nuclear energy	has potential for nuclear weapons, can be used for medical applications	source of clean energy, relies on nuclear fission, produces radioactive waste, can be used for power generation, safety concerns and accidents, has potential for space exploration, requires specialized facilities and expertise
number	decimals, whole	integers, natural numbers, rational numbers, real numbers, irational numbers, prime numbers, even numbers, odd numbers
number eleven	is a number	is between 10 and 12, is a prime number, is odd, is a multiple of 3, is a palindrome, is a factor of 23, has the digit 1 in its representation, is a prime number in base 10, is a prime number in base 2
number system	zero, binary, base, negative, infinite, positive	radix, decimal, octal, ternary
numeral	can be used in mathematical operations	represents a number, can be written as a decimal or fraction, can be compared for size, can be used to represent quantities, can be used to represent time, can be expressed in different bases, can be used to represent money, can be used to represent weights and measures
nurse	documents patient information, maintains patient confidentiality, provides medical care, provides emotional support	administers medication, takes vital signs, performs medical procedures, assists in surgeries, educates patients, coordinates patient care
nursing	medicine, healing, care, compassion, skills, treatment, health, education	patients
nursing home	has a staff of trained professionals, is regulated by government agencies	provides long-term care for elderly or disabled individuals, offers assistance with daily living tasks, provides medical care and supervision, offers social and recreational activities, offers a range of services including rehabilitation and therapy, provides a safe and supportive environment, provides a sense of community and belonging, is a cost-effective alternative to hospitalization
nutrition	important for overall health	provides energy and nutrients, vitamins and minerals essential, hydration is critical, macronutrients and micronutrients, malnutrition can occur, dietary needs vary by age and sex, nutrient deficiencies can cause health problems, nutrition can impact mental health, nutrition plays a role in disease prevention
oak	acorns, leaves, strong, resilient, growth, durable, adaptable, large	wood, bark
oak tree	acorns, deciduous, long lifespan, tall, adaptable, large	broad canopy, slow growth, deep roots, important habitat
oath	pledge, vow, promise, obligation, faithfulness, binding, loyalty, commitment	commitment to truth
obesity	can have a significant impact on quality of life	defined as a body mass index (bmi) ≥ 30, increased risk of various health problems, linked to poor diet and lack of exercise, may lead to discrimination and stigma, affects both children and adults, can be caused by genetics, medical conditions, or medications, treatment options include lifestyle changes and surgery, important to address through education and support, stigma and discrimination can exacerbate the condition
object code	used in various applications, can be encrypted for security, can be used for various purposes	represents data in machine-readable form, used in computer programming and data storage, can be compressed for efficient storage, has specific format and structure, can be generated and decoded, can be transmitted electronically, can be stored on physical media
object lesson	engages, enhances, encourages, illustrates, teaches, motivates	reinforces, reinforces, fosters
objection	raises concern	expresses disagreement, challenges decision, voices opinion, criticizes action, expresses offense, disapproves of something, protests decision, raises a red flag
obligation	implicit, unwritten, moral, binding, voluntary, legal, personal, social	explicit
observation	empirical, verifiable, repeatable, quantifiable, subjective, human, objective, measurable	inferred
observatory	telescope, science, sensors, observation, instrumentation, space, data, research, platform, exploration	
observer	observes, watches, neutral, unbiased, objective	passive, makes no judgment, uninvolved, merely reports
obstacle	can be used as a metaphor, hinders progress or movement, can be physical or mental, can be temporary or permanent	can be overcome with effort or strategy, may cause frustration or danger, can be a source of challenge or opportunity, may be natural or man-made, may be perceived differently by different people
obstruction	hinders progress or movement, may be intentional or unintentional, can have legal implications, can be physical or mental, can be natural or man-made, may be temporary or permanent	something that blocks or hinders, can cause frustration or danger, requires careful handling or removal
occupation	job duties, work environment, training and development, job security, work-life balance	growth opportunities, pay scale, skill requirements, job outlook
ocean	waves, tides, salty, depth, blue, variety, large	currents, home to many creatures
ocean current	important for climate regulation, affects marine life and ecosystems	natural phenomenon, drives global ocean circulation, caused by wind and tides, can be influenced by human activities, important for maritime transportation, can cause ocean acidification, can pose hazards to coastal communities
offense	can be verbal or physical, can be a source of conflict or tension, can be intentional or unintentional	defined as a violation of rules or norms, can cause harm or discomfort, can be a crime or infraction, can be punished or sanctioned, can be a reflection of prejudice or discrimination, can be a result of power imbalance, can be a form of bullying or harassment
offer	proposal, conditions, terms, recipient, sender, gift, exchange, commitment, value	
offering	present, gift, charity, generosity, altruism, selflessness, kindness	gratuitous act, donation
office	meetings, workspace, employees, organization, productivity, equipment, communication, location	paperwork
office building	multi-story, may have security measures in place	houses multiple businesses or organizations, typically has a reception area, may have a cafeteria or food court, usually has meeting rooms and conference spaces, can be located in a city or suburban area, may have a parking garage or lot, can be designed in various architectural styles
office chair	ergonomic design, affordable price, aesthetically pleasing	comfortable seat, adjustable height and armrests, durable materials, easy to assemble, provides support for long hours of sitting, adjustable backrest for optimal posture, breathable mesh fabric for ventilation
office wall	aesthetics, functionality, maintenance, texture, sustainability, design, material, color, size, location	
officeholder	appointed, elected, accountable, represents constituents, responsible	held position, legally authorized, serves public, exercises authority, wields power
officer	order, service, law, enforcement, justice, community, authority, protection, leadership	
official	binding on all parties	defined by law or regulation, authorized by a governing body, official documents carry weight, official representatives speak on behalf of organization, official policies and procedures in place, official communication channels exist, official records are kept, official translations available, official certification or authentication available
offseason	lower prices, less crowded, less traffic	more relaxed atmosphere, less competition, more peaceful, fewer events, fewer crowds, less stressful, more enjoyable
offset	vector, origin, angle, unit, resolution, position, range, scale, distance	
oil	fuel source, viscosity, volatility, density	lubricant, energy carrier, non-renewable resource, can be refined, flash point
oil paint	opaque, textured, glossy, transparent, flexible	slow-drying, blendable, matte, mixable, soluble
oil palm	fast-growing	produces edible oil, used for biofuels, widespread in tropical regions, largest producer of palm oil, high yielding crop, sensitive to pests and diseases, requires large land areas, causes deforestation and habitat loss
oil platform	drilling, extraction, refining, processing, production, storage, transportation, safety	offshore
oil refinery	can have significant environmental impacts	processes crude oil into various fuels and petrochemicals, uses distillation and other refining techniques, removes impurities and contaminants from crude oil, converts heavy crude oil into lighter, more valuable products, produces gasoline, diesel fuel, jet fuel, and other petroleum products, requires large amounts of energy and water, employs thousands of workers in the industry, is a critical component of modern transportation infrastructure, has a long history dating back to the early 20th century
old boy	popular culture reference, fictional character, aged, historical figure, male, human	stereotype, figment of imagination, social construct
old man	wisdom	gray hair, wrinkles, stooped posture, hunched back, gray beard, spectacles, canes, grumpy demeanor, life experience
old time	retro, vintage, nostalgic, classic, timeless, enduring, traditional, historic	perennial
olive	rich in antioxidants, used in cooking, fruit, green	grew on trees, native to mediterranean, has a pit, can be pickled, oil can be extracted
olive tree	sunlight, deciduous, soil, evergreen, fruit, water, growth	grayish-green, oil
onion	tear, cooking, nutrition, smell, allergies, health	plant bulb, layers, chopping
only son	legal rights, relationship, social status, inheritance, emotional connection, gender	parental expectations, family dynamics, independent identity
open air	vitalizing, spontaneity, broadcasting, tranquility, awe-inspiring, serenity, freedom, nature, fresh	
open book	illustrations, readable, accessible to all	contains knowledge, page turner, open to interpretation, written content, page numbers, read aloud
open cluster	interstellar space	large number of stars, no centralized gravity source, low density, evolving structure, galactic origin, halo of gas, star formation, massive black hole, dynamical state
open game	no entry fees, accessible to all	collaborative gameplay, open to new players, rules are clear and simple, no prior experience required, gameplay is flexible, players can join at any time, players can communicate with each other, game is ongoing
open house	meet new people	free and open to the public, no need for reservations, hosts welcome guests, informal atmosphere, opportunity to socialize, exhibitions or demonstrations, refreshments served, community event
open letter	unsolicited, shared, public, transparent, accessible	non-confidential, not addressed to a specific individual or group, non-personal, intended for a wide audience
open source	compatible with other software, accessible to all	free and open to modification, source code available to public, collaborative development, transparent and reproducible, not proprietary or exclusive, not limited by patents or copyrights, continually improved and updated, not controlled by single entity
open system	self-organization, dynamic nature, ability to adapt, interconnectedness, transparency, accessibility	flow of information, interaction with environment, evolutionary processes, resilience to disturbances
opener	has different types, comes in various sizes, has a wide range of uses, can be automated, can be used in various settings, can be used for different purposes	used to open things, can be used to hold things, can be used by different people
opening	may be temporary or permanent	enables access or entry, may be physical or metaphorical, can be a door, window, or opportunity, can be a beginning or start, may be wide or narrow, can be a gap or a hole, can be a choice or a requirement, may be a surprise or an expectation
opening argument	uses persuasive language	introduces the main points, sets the tone for the argument, provides background information, establishes credibility, organizes the argument logically, uses rhetorical devices, acknowledges counterarguments, concludes with a call to action
opening statement	authentic, concise, engaging, confident, clear, relevant	introductory, well-spoken, audience-focused
opera	live performance, acting, dramatic, musical, formal attire	art form, singing, opera house, high culture, orchestral accompaniment
opera house	architectural style, acoustics, iconic status, seating capacity, design, history, location	productions, renovations
operating room	sterile environment, surgical procedure, anesthesia	medical equipment, surgical team, patient preparation, sterilization, recovery area, infection control
operating system	input/output, memory management, user interface, networking, security	multi-tasking, process management, file system, compatibility
operation	can be performed in various environments, may have a specific timeline or deadline, can be simple or complex, can be reversible or irreversible	involves action or process, may be manual or automated, can be repetitive or one-time, may have multiple steps, may have a specific goal or objective, can be performed by humans or machines
opinion	may be controversial, can change, can be influenced, informal, can be shared, subjective, personal	based on experience, may differ
opium	can lead to criminal activity, addictive, illegal in many countries, has a long history of use	used for medicinal purposes, originated from asia, has a high potential for abuse, can lead to overdose and death, can cause physical dependence, remains a significant social and economic issue
opponent	foe, challenger, enemy, adversary, antagonist, competitor, rival, opponent	
opposite	reverse, contrast, usage, example, meaning, definition	synonym, antonym, other, meaning_in_context
opposition	difference, clash, contrast, disagreement, antonyms, opposite, resistance, conflict	objection
option	alternative	selectable, provides choices, may have multiple values, can be exercised, may have cost implications, may have time constraints, can be combined with other options, may have different levels of quality
oracle	divine messenger	prophecy interpretation, omens and signs, fate and destiny, supernatural guidance, ancient traditions, mystical wisdom, spiritual power, moral authority
orange	ripe, grows on trees, juicy, fruit, seasonal, sweet, color	seedless, peelable
orbit	elliptical, planetary, orbital, unstable, circular, stable	stable_orbit, satellite, orbital_period
orchestra	instruments, vocals, sounds, composition, performance, music	conductor, ensemble, musicians
order	managed, comparable, structured, sequential, logical, predictable, organized, scalable, measurable	
ordering	reversible, descending, random, ascending, non-linear, sequential, linear, predictable, consistent	
ordinary	unremarkable, unremarkable, mundane, everyday, average, normal, routine, common	unexceptional
ore	natural resource	valuable mineral, raw material, unprocessed mineral, mining product, resource extraction, commodity, economic value, industrial use
ore body	reserves, grade, composition, depth, resources, quality, type, accessibility, size, location	
organ	produces sound, requires regular maintenance	human body part, located in thorax, made up of tubes and sacs, used for breathing and voice production, can be affected by disease, can be transplanted, used in music and entertainment
organic compound	can be found in living organisms, molecular weight, molecular formula, can be used in various applications	consists of carbon atoms, hydrogen atoms, other atoms, polar or nonpolar, can be synthesized in laboratory
organic farming	supports local communities	uses natural methods, avoids synthetic fertilizers, promotes biodiversity, uses crop rotation, promotes soil health, uses cover crops, reduces chemical use, increases crop yields, improves food quality
organic law	establishes the rule of law, protects individual rights and freedoms, ensures accountability and transparency	defines the structure and powers of a political entity, provides a framework for governance, applies to all members of a political community, can be amended or repealed, regulates the relationship between government and citizens, promotes the common good, embodies the values of democracy
organisation	defined purpose, stakeholder management, decision-making processes, goal-oriented, adaptability, resilience	structured hierarchy, resources allocation, communication networks
organism	evolves over time, response to stimuli, living, heterogeneous	composite of cells, growth and reproduction, home to various life forms, interacts with environment, adapts to changing conditions
organization	hierarchical structure, operations management, decision-making processes, human resources, stakeholder management, communication channels, financial management, goals and objectives, strategic planning	
